meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience_beginner,staff_experience_expert,staff_experience_intermediate,waste_category_dairy,waste_category_grains,waste_category_meat,waste_category_vegetables,food_waste_kg
1.1325834275971245,-0.22056968525186374,-1.1409236332759942,-0.10905698970901265,1.4754779732972196,-0.30779350562554625,-0.2661056017766555,0.0,0.0,1.0,0.0,0.0,0.0,1.0,45.68508645035617
0.950357784025618,-1.163739910587293,0.25799930459353515,0.6097421196551136,-0.5173753932340899,-0.30779350562554625,0.4854276041201575,0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.20667218119864
1.3072163360198183,0.7226005400835656,-0.14720161872207319,-0.4033263217381589,-0.5173753932340899,-0.30779350562554625,1.0893376154034957,0.0,1.0,0.0,0.0,0.0,1.0,0.0,61.213325501284864
1.3755509523591334,0.9583930964174229,0.7790918595515647,1.4970726241997083,-0.019162051601262522,-0.30779350562554625,1.0704412741151466,0.0,1.0,0.0,1.0,0.0,0.0,0.0,65.3828108015209
0.06960050676333593,0.2510154274158509,0.052446690234081265,0.3061599394339387,0.9772646316643921,-0.30779350562554625,1.558598145029274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.62586880031563
0.7985030810493624,-1.6353250232550078,3.144739612853293,0.7176056469071037,-1.5138020764997446,-0.30779350562554625,-0.41200398288174783,1.0,0.0,0.0,0.0,0.0,1.0,0.0,40.89364052229679
0.4720154696504131,-0.6921547979195785,0.23850979984945422,-1.605850134321286,1.4754779732972196,-0.30779350562554625,1.5484570275603136,0.0,0.0,1.0,0.0,1.0,0.0,0.0,49.48425076677764
0.7605394053052986,-0.4563622415857211,1.1054745949025848,1.1241941678401315,-1.0155887348669173,-0.30779350562554625,-0.060245453613977054,1.0,0.0,0.0,1.0,0.0,0.0,0.0,50.904230038059005
1.1022124870018735,-0.4563622415857211,0.5161608922791951,-1.115341645474023,0.4790512900315648,-0.30779350562554625,1.448937042558719,0.0,0.0,1.0,1.0,0.0,0.0,0.0,52.143235607984685
-0.6213383917786267,-0.6921547979195785,-0.25373828799305065,0.5235113566167362,-1.5138020764997446,-0.30779350562554625,-1.060165994101136,0.0,0.0,1.0,0.0,0.0,0.0,1.0,27.484251901320704
-1.4185755824039683,-0.4563622415857211,0.18882677960986782,-1.617132623204094,-1.0155887348669173,3.248931448269655,1.6787714773960498,0.0,1.0,0.0,0.0,0.0,0.0,1.0,60.93248672044817
0.1758987988467148,-0.9279473542534358,-1.1146082912352615,0.4275619829576824,1.4754779732972196,-0.30779350562554625,1.2928989437665284,0.0,0.0,1.0,0.0,1.0,0.0,0.0,52.31782235802555
